Магазин,Хліб,Календар,Кількість,Сума
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-11,19.0,855
РОСВИГОВО,ТОСТОВИЙ,2025-06-11,14.0,770
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-11,12.0,576
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,13.0,780
РОСВИГОВО,КЕРПІЧИК,2025-06-11,5.0,140
РОСВИГОВО,З ТРАВАМИ,2025-06-11,21.0,1092
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-11,9.0,270
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-11,6.0,192
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-11,13.0,585
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-11,16.0,880
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-11,8.0,384
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,6.0,360
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-11,20.0,560
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-11,18.0,936
ПРОГРЕС,БІЛИЙ,2025-06-11,15.0,450
ПРОГРЕС,СІРИЙ,2025-06-11,9.0,288
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-11,13.0,585
ПРОГРЕС,ТОСТОВИЙ,2025-06-11,16.0,880
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-11,14.0,672
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,13.0,780
ПРОГРЕС,КЕРПІЧИК,2025-06-11,5.0,140
ПРОГРЕС,З ТРАВАМИ,2025-06-11,16.0,832
ФРАНКА,БІЛИЙ,2025-06-11,,0
ФРАНКА,СІРИЙ,2025-06-11,21.0,672
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-11,11.0,495
ФРАНКА,ТОСТОВИЙ,2025-06-11,5.0,275
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-11,19.0,912
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,21.0,1260
ФРАНКА,КЕРПІЧИК,2025-06-11,14.0,392
ФРАНКА,З ТРАВАМИ,2025-06-11,17.0,884
ЦЕНТРАЛ,БІЛИЙ,2025-06-11,13.0,390
ЦЕНТРАЛ,СІРИЙ,2025-06-11,8.0,256
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-11,7.0,315
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-11,13.0,715
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-11,21.0,1008
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,16.0,960
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-11,23.0,644
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-11,20.0,1040
ДРУЖБА,БІЛИЙ,2025-06-11,11.0,330
ДРУЖБА,СІРИЙ,2025-06-11,24.0,768
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-11,11.0,495
ДРУЖБА,ТОСТОВИЙ,2025-06-11,11.0,605
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-11,20.0,960
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,24.0,1440
ДРУЖБА,КЕРПІЧИК,2025-06-11,18.0,504
ДРУЖБА,З ТРАВАМИ,2025-06-11,16.0,832
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-12,7.0,210
АВТОСТАНЦІЯ,СІРИЙ,2025-06-12,12.0,384
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-12,13.0,585
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-12,6.0,330
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-12,18.0,864
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,15.0,900
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-12,15.0,420
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-12,11.0,572
ГРІНВІЧ,БІЛИЙ,2025-06-12,9.0,270
ГРІНВІЧ,СІРИЙ,2025-06-12,22.0,704
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-12,14.0,630
ГРІНВІЧ,ТОСТОВИЙ,2025-06-12,15.0,825
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-12,16.0,768
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,15.0,900
ГРІНВІЧ,КЕРПІЧИК,2025-06-12,15.0,420
ГРІНВІЧ,З ТРАВАМИ,2025-06-12,9.0,468
ПАЛАНОК,БІЛИЙ,2025-06-12,8.0,240
ПАЛАНОК,СІРИЙ,2025-06-12,17.0,544
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-12,15.0,675
ПАЛАНОК,ТОСТОВИЙ,2025-06-12,5.0,275
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-12,16.0,768
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,10.0,600
ПАЛАНОК,КЕРПІЧИК,2025-06-12,6.0,168
ПАЛАНОК,З ТРАВАМИ,2025-06-12,17.0,884
ЧЕРЕМШИНА,БІЛИЙ,2025-06-12,17.0,510
ЧЕРЕМШИНА,СІРИЙ,2025-06-12,6.0,192
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-12,8.0,360
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-12,19.0,1045
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-12,11.0,528
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,22.0,1320
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-12,11.0,308
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-12,15.0,780
ПІДГОРЯНО,БІЛИЙ,2025-06-12,14.0,420
ПІДГОРЯНО,СІРИЙ,2025-06-12,5.0,160
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-12,6.0,270
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-12,24.0,1320
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-12,9.0,432
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,13.0,780
ПІДГОРЯНО,КЕРПІЧИК,2025-06-12,24.0,672
ПІДГОРЯНО,З ТРАВАМИ,2025-06-12,18.0,936
ЄВРАЗІЯ,БІЛИЙ,2025-06-12,10.0,300
ЄВРАЗІЯ,СІРИЙ,2025-06-12,7.0,224
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-12,21.0,945
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-12,7.0,385
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-12,14.0,672
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,23.0,1380
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-12,13.0,364
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-12,21.0,1092
РОСВИГОВО,БІЛИЙ,2025-06-12,6.0,180
РОСВИГОВО,СІРИЙ,2025-06-12,22.0,704
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-12,22.0,990
РОСВИГОВО,ТОСТОВИЙ,2025-06-12,5.0,275
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-12,5.0,240
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,11.0,660
РОСВИГОВО,КЕРПІЧИК,2025-06-12,10.0,280
РОСВИГОВО,З ТРАВАМИ,2025-06-12,24.0,1248
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-12,12.0,360
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-12,6.0,192
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-12,18.0,810
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-12,19.0,1045
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-12,6.0,288
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,21.0,1260
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-12,16.0,448
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-12,14.0,728
ПРОГРЕС,БІЛИЙ,2025-06-12,9.0,270
ПРОГРЕС,СІРИЙ,2025-06-12,6.0,192
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-12,7.0,315
ПРОГРЕС,ТОСТОВИЙ,2025-06-12,5.0,275
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-12,24.0,1152
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,5.0,300
ПРОГРЕС,КЕРПІЧИК,2025-06-12,16.0,448
ПРОГРЕС,З ТРАВАМИ,2025-06-12,20.0,1040
ФРАНКА,БІЛИЙ,2025-06-12,10.0,300
ФРАНКА,СІРИЙ,2025-06-12,9.0,288
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-12,15.0,675
ФРАНКА,ТОСТОВИЙ,2025-06-12,7.0,385
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-12,22.0,1056
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,5.0,300
ФРАНКА,КЕРПІЧИК,2025-06-12,20.0,560
ФРАНКА,З ТРАВАМИ,2025-06-12,22.0,1144
ЦЕНТРАЛ,БІЛИЙ,2025-06-12,6.0,180
ЦЕНТРАЛ,СІРИЙ,2025-06-12,16.0,512
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-12,11.0,495
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-12,11.0,605
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-12,21.0,1008
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,10.0,600
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-12,22.0,616
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-12,14.0,728
ДРУЖБА,БІЛИЙ,2025-06-12,10.0,300
ДРУЖБА,СІРИЙ,2025-06-12,9.0,288
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-12,9.0,405
ДРУЖБА,ТОСТОВИЙ,2025-06-12,22.0,1210
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-12,24.0,1152
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-12,5.0,300
ДРУЖБА,КЕРПІЧИК,2025-06-12,14.0,392
ДРУЖБА,З ТРАВАМИ,2025-06-12,9.0,468
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-13,14.0,420
АВТОСТАНЦІЯ,СІРИЙ,2025-06-13,6.0,192
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-13,18.0,810
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-13,7.0,385
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-13,24.0,1152
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,7.0,420
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-13,23.0,644
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-13,9.0,468
ГРІНВІЧ,БІЛИЙ,2025-06-13,23.0,690
ГРІНВІЧ,СІРИЙ,2025-06-13,14.0,448
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-13,12.0,540
ГРІНВІЧ,ТОСТОВИЙ,2025-06-13,17.0,935
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-13,5.0,240
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,18.0,1080
ГРІНВІЧ,КЕРПІЧИК,2025-06-13,17.0,476
ГРІНВІЧ,З ТРАВАМИ,2025-06-13,9.0,468
ПАЛАНОК,БІЛИЙ,2025-06-13,22.0,660
ПАЛАНОК,СІРИЙ,2025-06-13,13.0,416
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-13,18.0,810
ПАЛАНОК,ТОСТОВИЙ,2025-06-13,8.0,440
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-13,7.0,336
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,14.0,840
ПАЛАНОК,КЕРПІЧИК,2025-06-13,23.0,644
ПАЛАНОК,З ТРАВАМИ,2025-06-13,22.0,1144
ЧЕРЕМШИНА,БІЛИЙ,2025-06-13,7.0,210
ЧЕРЕМШИНА,СІРИЙ,2025-06-13,9.0,288
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-13,15.0,675
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-13,13.0,715
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-13,19.0,912
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,10.0,600
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-13,24.0,672
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-13,17.0,884
ПІДГОРЯНО,БІЛИЙ,2025-06-13,8.0,240
ПІДГОРЯНО,СІРИЙ,2025-06-13,17.0,544
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-13,18.0,810
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-13,19.0,1045
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-13,7.0,336
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,6.0,360
ПІДГОРЯНО,КЕРПІЧИК,2025-06-13,19.0,532
ПІДГОРЯНО,З ТРАВАМИ,2025-06-13,20.0,1040
ЄВРАЗІЯ,БІЛИЙ,2025-06-13,5.0,150
ЄВРАЗІЯ,СІРИЙ,2025-06-13,9.0,288
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-13,10.0,450
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-13,11.0,605
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-13,10.0,480
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,9.0,540
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-13,15.0,420
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-13,5.0,260
РОСВИГОВО,БІЛИЙ,2025-06-13,21.0,630
РОСВИГОВО,СІРИЙ,2025-06-13,10.0,320
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-13,19.0,855
РОСВИГОВО,ТОСТОВИЙ,2025-06-13,9.0,495
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-13,20.0,960
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,12.0,720
РОСВИГОВО,КЕРПІЧИК,2025-06-13,18.0,504
РОСВИГОВО,З ТРАВАМИ,2025-06-13,8.0,416
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-13,5.0,150
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-13,6.0,192
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-13,20.0,900
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-13,20.0,1100
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-13,13.0,624
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,19.0,1140
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-13,14.0,392
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-13,17.0,884
ПРОГРЕС,БІЛИЙ,2025-06-13,17.0,510
ПРОГРЕС,СІРИЙ,2025-06-13,11.0,352
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-13,13.0,585
ПРОГРЕС,ТОСТОВИЙ,2025-06-13,16.0,880
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-13,5.0,240
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,17.0,1020
ПРОГРЕС,КЕРПІЧИК,2025-06-13,6.0,168
ПРОГРЕС,З ТРАВАМИ,2025-06-13,12.0,624
ФРАНКА,БІЛИЙ,2025-06-13,10.0,300
ФРАНКА,СІРИЙ,2025-06-13,19.0,608
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-13,20.0,900
ФРАНКА,ТОСТОВИЙ,2025-06-13,11.0,605
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-13,11.0,528
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,19.0,1140
ФРАНКА,КЕРПІЧИК,2025-06-13,19.0,532
ФРАНКА,З ТРАВАМИ,2025-06-13,23.0,1196
ЦЕНТРАЛ,БІЛИЙ,2025-06-13,10.0,300
ЦЕНТРАЛ,СІРИЙ,2025-06-13,15.0,480
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-13,13.0,585
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-13,20.0,1100
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-13,9.0,432
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,5.0,300
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-13,15.0,420
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-13,5.0,260
ДРУЖБА,БІЛИЙ,2025-06-13,8.0,240
ДРУЖБА,СІРИЙ,2025-06-13,24.0,768
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-13,19.0,855
ДРУЖБА,ТОСТОВИЙ,2025-06-13,8.0,440
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-13,21.0,1008
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-13,16.0,960
ДРУЖБА,КЕРПІЧИК,2025-06-13,12.0,336
ДРУЖБА,З ТРАВАМИ,2025-06-13,9.0,468
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-14,28.0,840
АВТОСТАНЦІЯ,СІРИЙ,2025-06-14,21.0,672
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-14,21.0,945
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-14,23.0,1265
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-14,19.0,912
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,20.0,1200
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-14,16.0,448
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-14,30.0,1560
ГРІНВІЧ,БІЛИЙ,2025-06-14,24.0,720
ГРІНВІЧ,СІРИЙ,2025-06-14,11.0,352
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-14,16.0,720
ГРІНВІЧ,ТОСТОВИЙ,2025-06-14,18.0,990
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-14,15.0,720
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,13.0,780
ГРІНВІЧ,КЕРПІЧИК,2025-06-14,19.0,532
ГРІНВІЧ,З ТРАВАМИ,2025-06-14,23.0,1196
ПАЛАНОК,БІЛИЙ,2025-06-14,14.0,420
ПАЛАНОК,СІРИЙ,2025-06-14,25.0,800
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-14,24.0,1080
ПАЛАНОК,ТОСТОВИЙ,2025-06-14,12.0,660
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-14,16.0,768
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,16.0,960
ПАЛАНОК,КЕРПІЧИК,2025-06-14,19.0,532
ПАЛАНОК,З ТРАВАМИ,2025-06-14,19.0,988
ЧЕРЕМШИНА,БІЛИЙ,2025-06-14,23.0,690
ЧЕРЕМШИНА,СІРИЙ,2025-06-14,27.0,864
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-14,29.0,1305
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-14,31.0,1705
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-14,27.0,1296
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,14.0,840
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-14,12.0,336
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-14,27.0,1404
ПІДГОРЯНО,БІЛИЙ,2025-06-14,14.0,420
ПІДГОРЯНО,СІРИЙ,2025-06-14,20.0,640
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-14,8.0,360
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-14,27.0,1485
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-14,11.0,528
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,29.0,1740
ПІДГОРЯНО,КЕРПІЧИК,2025-06-14,14.0,392
ПІДГОРЯНО,З ТРАВАМИ,2025-06-14,22.0,1144
ЄВРАЗІЯ,БІЛИЙ,2025-06-14,29.0,870
ЄВРАЗІЯ,СІРИЙ,2025-06-14,24.0,768
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-14,22.0,990
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-14,17.0,935
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-14,13.0,624
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,24.0,1440
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-14,28.0,784
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-14,12.0,624
РОСВИГОВО,БІЛИЙ,2025-06-14,12.0,360
РОСВИГОВО,СІРИЙ,2025-06-14,17.0,544
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-14,12.0,540
РОСВИГОВО,ТОСТОВИЙ,2025-06-14,27.0,1485
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-14,20.0,960
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,15.0,900
РОСВИГОВО,КЕРПІЧИК,2025-06-14,13.0,364
РОСВИГОВО,З ТРАВАМИ,2025-06-14,25.0,1300
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-14,22.0,660
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-14,13.0,416
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-14,25.0,1125
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-14,22.0,1210
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-14,22.0,1056
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,21.0,1260
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-14,18.0,504
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-14,13.0,676
ПРОГРЕС,БІЛИЙ,2025-06-14,22.0,660
ПРОГРЕС,СІРИЙ,2025-06-14,16.0,512
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-14,20.0,900
ПРОГРЕС,ТОСТОВИЙ,2025-06-14,31.0,1705
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-14,23.0,1104
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,27.0,1620
ПРОГРЕС,КЕРПІЧИК,2025-06-14,19.0,532
ПРОГРЕС,З ТРАВАМИ,2025-06-14,16.0,832
ФРАНКА,БІЛИЙ,2025-06-14,12.0,360
ФРАНКА,СІРИЙ,2025-06-14,24.0,768
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-14,12.0,540
ФРАНКА,ТОСТОВИЙ,2025-06-14,14.0,770
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-14,27.0,1296
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,13.0,780
ФРАНКА,КЕРПІЧИК,2025-06-14,24.0,672
ФРАНКА,З ТРАВАМИ,2025-06-14,17.0,884
ЦЕНТРАЛ,БІЛИЙ,2025-06-14,30.0,900
ЦЕНТРАЛ,СІРИЙ,2025-06-14,18.0,576
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-14,15.0,675
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-14,19.0,1045
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-14,25.0,1200
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,13.0,780
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-14,19.0,532
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-14,10.0,520
ДРУЖБА,БІЛИЙ,2025-06-14,24.0,720
ДРУЖБА,СІРИЙ,2025-06-14,16.0,512
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-14,14.0,630
ДРУЖБА,ТОСТОВИЙ,2025-06-14,22.0,1210
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-14,13.0,624
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-14,14.0,840
ДРУЖБА,КЕРПІЧИК,2025-06-14,16.0,448
ДРУЖБА,З ТРАВАМИ,2025-06-14,26.0,1352
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-15,18.0,540
АВТОСТАНЦІЯ,СІРИЙ,2025-06-15,16.0,512
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-15,18.0,810
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-15,11.0,605
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-15,9.0,432
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-15,17.0,1020
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-15,22.0,616
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-15,22.0,1144
ГРІНВІЧ,БІЛИЙ,2025-06-15,12.0,360
ГРІНВІЧ,СІРИЙ,2025-06-15,19.0,608
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-15,14.0,630
ГРІНВІЧ,ТОСТОВИЙ,2025-06-15,23.0,1265
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-15,14.0,672
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-15,19.0,1140
ГРІНВІЧ,КЕРПІЧИК,2025-06-15,15.0,420
ГРІНВІЧ,З ТРАВАМИ,2025-06-15,16.0,832
ПАЛАНОК,БІЛИЙ,2025-06-15,14.0,420
ПАЛАНОК,СІРИЙ,2025-06-15,14.0,448
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-15,24.0,1080
ПАЛАНОК,ТОСТОВИЙ,2025-06-15,10.0,550
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-15,27.0,1296
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-15,24.0,1440
ПАЛАНОК,КЕРПІЧИК,2025-06-15,22.0,616
ПАЛАНОК,З ТРАВАМИ,2025-06-15,21.0,1092
ЧЕРЕМШИНА,БІЛИЙ,2025-06-15,26.0,780
ЧЕРЕМШИНА,СІРИЙ,2025-06-15,29.0,928
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-15,27.0,1215
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-15,29.0,1595
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-15,19.0,912
