Магазин,Хліб,Календар,Кількість списання
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-24,1
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-24,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-24,2
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-24,1
ПРОГРЕС,БІЛИЙ,2025-07-24,1
ПРОГРЕС,СІРИЙ,2025-07-24,3
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-24,1
ПРОГРЕС,ТОСТОВИЙ,2025-07-24,1
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-24,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,2
ПРОГРЕС,КЕРПІЧИК,2025-07-24,0
ПРОГРЕС,З ТРАВАМИ,2025-07-24,2
ФРАНКА,БІЛИЙ,2025-07-24,3
ФРАНКА,СІРИЙ,2025-07-24,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-24,0
ФРАНКА,ТОСТОВИЙ,2025-07-24,1
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-24,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,2
ФРАНКА,КЕРПІЧИК,2025-07-24,0
ФРАНКА,З ТРАВАМИ,2025-07-24,0
ЦЕНТРАЛ,БІЛИЙ,2025-07-24,0
ЦЕНТРАЛ,СІРИЙ,2025-07-24,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-24,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-24,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-24,2
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-24,1
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-24,4
ДРУЖБА,БІЛИЙ,2025-07-24,1
ДРУЖБА,СІРИЙ,2025-07-24,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-24,1
ДРУЖБА,ТОСТОВИЙ,2025-07-24,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-24,1
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,4
ДРУЖБА,КЕРПІЧИК,2025-07-24,1
ДРУЖБА,З ТРАВАМИ,2025-07-24,2
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-25,0
АВТОСТАНЦІЯ,СІРИЙ,2025-07-25,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-25,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-25,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-25,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-25,2
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-25,3
ГРІНВІЧ,БІЛИЙ,2025-07-25,0
ГРІНВІЧ,СІРИЙ,2025-07-25,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-25,1
ГРІНВІЧ,ТОСТОВИЙ,2025-07-25,2
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-25,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,2
ГРІНВІЧ,КЕРПІЧИК,2025-07-25,3
ГРІНВІЧ,З ТРАВАМИ,2025-07-25,0
ПАЛАНОК,БІЛИЙ,2025-07-25,2
ПАЛАНОК,СІРИЙ,2025-07-25,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-25,1
ПАЛАНОК,ТОСТОВИЙ,2025-07-25,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-25,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,3
ПАЛАНОК,КЕРПІЧИК,2025-07-25,2
ПАЛАНОК,З ТРАВАМИ,2025-07-25,0
ЧЕРЕМШИНА,БІЛИЙ,2025-07-25,1
ЧЕРЕМШИНА,СІРИЙ,2025-07-25,3
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-25,2
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-25,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-25,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,4
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-25,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-25,5
ПІДГОРЯНО,БІЛИЙ,2025-07-25,0
ПІДГОРЯНО,СІРИЙ,2025-07-25,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-25,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-25,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-25,1
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,6
ПІДГОРЯНО,КЕРПІЧИК,2025-07-25,1
ПІДГОРЯНО,З ТРАВАМИ,2025-07-25,2
ЄВРАЗІЯ,БІЛИЙ,2025-07-25,1
ЄВРАЗІЯ,СІРИЙ,2025-07-25,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-25,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-25,2
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-25,2
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,5
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-25,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-25,0
РОСВИГОВО,БІЛИЙ,2025-07-25,1
РОСВИГОВО,СІРИЙ,2025-07-25,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-25,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-25,3
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-25,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,0
РОСВИГОВО,КЕРПІЧИК,2025-07-25,2
РОСВИГОВО,З ТРАВАМИ,2025-07-25,3
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-25,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-25,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-25,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-25,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-25,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,0
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-25,1
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-25,4
ПРОГРЕС,БІЛИЙ,2025-07-25,0
ПРОГРЕС,СІРИЙ,2025-07-25,2
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-25,2
ПРОГРЕС,ТОСТОВИЙ,2025-07-25,3
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-25,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,4
ПРОГРЕС,КЕРПІЧИК,2025-07-25,0
ПРОГРЕС,З ТРАВАМИ,2025-07-25,2
ФРАНКА,БІЛИЙ,2025-07-25,2
ФРАНКА,СІРИЙ,2025-07-25,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-25,1
ФРАНКА,ТОСТОВИЙ,2025-07-25,1
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-25,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,2
ФРАНКА,КЕРПІЧИК,2025-07-25,0
ФРАНКА,З ТРАВАМИ,2025-07-25,4
ЦЕНТРАЛ,БІЛИЙ,2025-07-25,2
ЦЕНТРАЛ,СІРИЙ,2025-07-25,0
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-25,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-25,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-25,3
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-25,1
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-25,3
ДРУЖБА,БІЛИЙ,2025-07-25,0
ДРУЖБА,СІРИЙ,2025-07-25,3
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-25,1
ДРУЖБА,ТОСТОВИЙ,2025-07-25,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-25,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-25,5
ДРУЖБА,КЕРПІЧИК,2025-07-25,1
ДРУЖБА,З ТРАВАМИ,2025-07-25,0
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-26,1
АВТОСТАНЦІЯ,СІРИЙ,2025-07-26,2
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-26,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-26,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-26,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,3
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-26,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-26,3
ГРІНВІЧ,БІЛИЙ,2025-07-26,1
ГРІНВІЧ,СІРИЙ,2025-07-26,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-26,0
ГРІНВІЧ,ТОСТОВИЙ,2025-07-26,3
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-26,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,4
ГРІНВІЧ,КЕРПІЧИК,2025-07-26,1
ГРІНВІЧ,З ТРАВАМИ,2025-07-26,3
ПАЛАНОК,БІЛИЙ,2025-07-26,2
ПАЛАНОК,СІРИЙ,2025-07-26,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-26,0
ПАЛАНОК,ТОСТОВИЙ,2025-07-26,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-26,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,0
ПАЛАНОК,КЕРПІЧИК,2025-07-26,0
ПАЛАНОК,З ТРАВАМИ,2025-07-26,4
ЧЕРЕМШИНА,БІЛИЙ,2025-07-26,3
ЧЕРЕМШИНА,СІРИЙ,2025-07-26,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-26,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-26,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-26,2
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,2
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-26,2
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-26,2
ПІДГОРЯНО,БІЛИЙ,2025-07-26,1
ПІДГОРЯНО,СІРИЙ,2025-07-26,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-26,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-26,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-26,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,0
ПІДГОРЯНО,КЕРПІЧИК,2025-07-26,1
ПІДГОРЯНО,З ТРАВАМИ,2025-07-26,2
ЄВРАЗІЯ,БІЛИЙ,2025-07-26,0
ЄВРАЗІЯ,СІРИЙ,2025-07-26,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-26,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-26,3
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-26,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,0
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-26,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-26,0
РОСВИГОВО,БІЛИЙ,2025-07-26,2
РОСВИГОВО,СІРИЙ,2025-07-26,2
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-26,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-26,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-26,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,3
РОСВИГОВО,КЕРПІЧИК,2025-07-26,0
РОСВИГОВО,З ТРАВАМИ,2025-07-26,2
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-26,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-26,2
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-26,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-26,2
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-26,1
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,2
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-26,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-26,1
ПРОГРЕС,БІЛИЙ,2025-07-26,1
ПРОГРЕС,СІРИЙ,2025-07-26,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-26,3
ПРОГРЕС,ТОСТОВИЙ,2025-07-26,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-26,3
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,4
ПРОГРЕС,КЕРПІЧИК,2025-07-26,0
ПРОГРЕС,З ТРАВАМИ,2025-07-26,5
ФРАНКА,БІЛИЙ,2025-07-26,2
ФРАНКА,СІРИЙ,2025-07-26,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-26,0
ФРАНКА,ТОСТОВИЙ,2025-07-26,1
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-26,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,2
ФРАНКА,КЕРПІЧИК,2025-07-26,0
ФРАНКА,З ТРАВАМИ,2025-07-26,4
ЦЕНТРАЛ,БІЛИЙ,2025-07-26,3
ЦЕНТРАЛ,СІРИЙ,2025-07-26,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-26,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-26,3
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-26,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,3
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-26,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-26,1
ДРУЖБА,БІЛИЙ,2025-07-26,2
ДРУЖБА,СІРИЙ,2025-07-26,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-26,2
ДРУЖБА,ТОСТОВИЙ,2025-07-26,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-26,0
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-26,4
ДРУЖБА,КЕРПІЧИК,2025-07-26,0
ДРУЖБА,З ТРАВАМИ,2025-07-26,1
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-27,1
АВТОСТАНЦІЯ,СІРИЙ,2025-07-27,1
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-27,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-27,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-27,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,2
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-27,1
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-27,0
ГРІНВІЧ,БІЛИЙ,2025-07-27,0
ГРІНВІЧ,СІРИЙ,2025-07-27,2
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-27,1
ГРІНВІЧ,ТОСТОВИЙ,2025-07-27,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-27,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,3
ГРІНВІЧ,КЕРПІЧИК,2025-07-27,1
ГРІНВІЧ,З ТРАВАМИ,2025-07-27,4
ПАЛАНОК,БІЛИЙ,2025-07-27,0
ПАЛАНОК,СІРИЙ,2025-07-27,2
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-27,0
ПАЛАНОК,ТОСТОВИЙ,2025-07-27,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-27,2
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,0
ПАЛАНОК,КЕРПІЧИК,2025-07-27,1
ПАЛАНОК,З ТРАВАМИ,2025-07-27,4
ЧЕРЕМШИНА,БІЛИЙ,2025-07-27,3
ЧЕРЕМШИНА,СІРИЙ,2025-07-27,1
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-27,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-27,1
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-27,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,2
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-27,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-27,1
ПІДГОРЯНО,БІЛИЙ,2025-07-27,0
ПІДГОРЯНО,СІРИЙ,2025-07-27,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-27,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-27,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-27,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,3
ПІДГОРЯНО,КЕРПІЧИК,2025-07-27,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-27,4
ЄВРАЗІЯ,БІЛИЙ,2025-07-27,2
ЄВРАЗІЯ,СІРИЙ,2025-07-27,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-27,3
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-27,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-27,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-27,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-27,0
РОСВИГОВО,БІЛИЙ,2025-07-27,0
РОСВИГОВО,СІРИЙ,2025-07-27,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-27,0
РОСВИГОВО,ТОСТОВИЙ,2025-07-27,3
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-27,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,2
РОСВИГОВО,КЕРПІЧИК,2025-07-27,3
РОСВИГОВО,З ТРАВАМИ,2025-07-27,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-27,2
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-27,2
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-27,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-27,2
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-27,2
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,2
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-27,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-27,0
ПРОГРЕС,БІЛИЙ,2025-07-27,0
ПРОГРЕС,СІРИЙ,2025-07-27,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-27,1
ПРОГРЕС,ТОСТОВИЙ,2025-07-27,1
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-27,3
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,1
ПРОГРЕС,КЕРПІЧИК,2025-07-27,1
ПРОГРЕС,З ТРАВАМИ,2025-07-27,5
ФРАНКА,БІЛИЙ,2025-07-27,0
ФРАНКА,СІРИЙ,2025-07-27,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-27,0
ФРАНКА,ТОСТОВИЙ,2025-07-27,3
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-27,0
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,1
ФРАНКА,КЕРПІЧИК,2025-07-27,1
ФРАНКА,З ТРАВАМИ,2025-07-27,5
ЦЕНТРАЛ,БІЛИЙ,2025-07-27,2
ЦЕНТРАЛ,СІРИЙ,2025-07-27,0
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-27,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-27,3
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-27,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,3
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-27,3
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-27,2
ДРУЖБА,БІЛИЙ,2025-07-27,1
ДРУЖБА,СІРИЙ,2025-07-27,2
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-27,1
ДРУЖБА,ТОСТОВИЙ,2025-07-27,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-27,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-27,5
ДРУЖБА,КЕРПІЧИК,2025-07-27,2
ДРУЖБА,З ТРАВАМИ,2025-07-27,1
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-28,2
АВТОСТАНЦІЯ,СІРИЙ,2025-07-28,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-28,2
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-28,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-28,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,3
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-28,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-28,1
ГРІНВІЧ,БІЛИЙ,2025-07-28,1
ГРІНВІЧ,СІРИЙ,2025-07-28,3
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-28,1
ГРІНВІЧ,ТОСТОВИЙ,2025-07-28,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-28,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,1
ГРІНВІЧ,КЕРПІЧИК,2025-07-28,1
ГРІНВІЧ,З ТРАВАМИ,2025-07-28,0
ПАЛАНОК,БІЛИЙ,2025-07-28,0
ПАЛАНОК,СІРИЙ,2025-07-28,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-28,2
ПАЛАНОК,ТОСТОВИЙ,2025-07-28,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-28,2
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,5
ПАЛАНОК,КЕРПІЧИК,2025-07-28,0
ПАЛАНОК,З ТРАВАМИ,2025-07-28,0
ЧЕРЕМШИНА,БІЛИЙ,2025-07-28,2
ЧЕРЕМШИНА,СІРИЙ,2025-07-28,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-28,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-28,2
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-28,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,2
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-28,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-28,4
ПІДГОРЯНО,БІЛИЙ,2025-07-28,2
ПІДГОРЯНО,СІРИЙ,2025-07-28,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-28,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-28,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-28,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,5
ПІДГОРЯНО,КЕРПІЧИК,2025-07-28,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-28,4
ЄВРАЗІЯ,БІЛИЙ,2025-07-28,2
ЄВРАЗІЯ,СІРИЙ,2025-07-28,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-28,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-28,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-28,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-28,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-28,2
РОСВИГОВО,БІЛИЙ,2025-07-28,1
РОСВИГОВО,СІРИЙ,2025-07-28,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-28,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-28,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-28,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,4
РОСВИГОВО,КЕРПІЧИК,2025-07-28,0
РОСВИГОВО,З ТРАВАМИ,2025-07-28,0
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-28,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-28,1
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-28,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-28,3
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-28,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-28,2
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-28,0
ПРОГРЕС,БІЛИЙ,2025-07-28,1
ПРОГРЕС,СІРИЙ,2025-07-28,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-28,1
ПРОГРЕС,ТОСТОВИЙ,2025-07-28,1
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-28,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,5
ПРОГРЕС,КЕРПІЧИК,2025-07-28,0
ПРОГРЕС,З ТРАВАМИ,2025-07-28,1
ФРАНКА,БІЛИЙ,2025-07-28,0
ФРАНКА,СІРИЙ,2025-07-28,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-28,0
ФРАНКА,ТОСТОВИЙ,2025-07-28,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-28,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-28,0
ФРАНКА,КЕРПІЧИК,2025-07-28,2
ФРАНКА,З ТРАВАМИ,2025-07-28,5
ЦЕНТРАЛ,БІЛИЙ,2025-07-28,0
ЦЕНТРАЛ,СІРИЙ,2025-07-28,0
